epoch,step,train_acc_auto_0,train_acc_auto_1,train_acc_auto_2,train_acc_auto_3,train_acc_auto_4,train_accuracy,train_loss,train_loss_auto_0,train_loss_auto_1,train_loss_auto_2,train_loss_auto_3,train_loss_auto_4,val_acc_auto_0,val_acc_auto_1,val_acc_auto_2,val_acc_auto_3,val_acc_auto_4,val_accuracy,val_loss,val_loss_auto_0,val_loss_auto_1,val_loss_auto_2,val_loss_auto_3,val_loss_auto_4
1,649,1.0,0.8187500238418579,0.793749988079071,0.659375011920929,0.6937500238418579,0.7931249737739563,0.6029490232467651,0.047503627836704254,0.5457528233528137,0.6309858560562134,0.9221956133842468,0.8683071136474609,,,,,,,,,,,,
1,699,1.0,0.784375011920929,0.7125000357627869,0.65625,0.628125011920929,0.7562500238418579,0.6854534149169922,0.03373859077692032,0.6276307106018066,0.7729352712631226,1.0144171714782715,0.9785453081130981,,,,,,,,,,,,
1,749,1.0,0.8375000357627869,0.737500011920929,0.6468750238418579,0.659375011920929,0.7762500643730164,0.6430688500404358,0.027891745790839195,0.5479665994644165,0.725723922252655,1.002962350845337,0.910799503326416,,,,,,,,,,,,
1,799,1.0,0.862500011920929,0.796875,0.6468750238418579,0.643750011920929,0.7900000214576721,0.5773200392723083,0.026767784729599953,0.46010875701904297,0.5510522127151489,0.9584771990776062,0.8901942372322083,,,,,,,,,,,,
1,849,1.0,0.8343750238418579,0.7875000238418579,0.6656250357627869,0.637499988079071,0.7850000262260437,0.5956212282180786,0.019250107929110527,0.48310214281082153,0.6084034442901611,0.950867772102356,0.9164823293685913,,,,,,,,,,,,
1,899,1.0,0.8531250357627869,0.753125011920929,0.637499988079071,0.59375,0.7675000429153442,0.6260368227958679,0.017977362498641014,0.45854321122169495,0.687142014503479,1.0026370286941528,0.9638844728469849,,,,,,,,,,,,
1,937,,,,,,,,,,,,,0.9806899428367615,0.5471899509429932,0.3206399977207184,0.23417995870113373,0.25151994824409485,0.46684393286705017,1.5736788511276245,0.1370948702096939,1.4377155303955078,2.0621955394744873,2.1353437900543213,2.096046209335327
2,949,1.0,0.846875011920929,0.7906250357627869,0.690625011920929,0.684374988079071,0.8024999499320984,0.5855296850204468,0.014665558934211731,0.4787573218345642,0.6084978580474854,0.9391341209411621,0.8865936398506165,,,,,,,,,,,,
2,999,1.0,0.890625,0.8031250238418579,0.690625011920929,0.6625000238418579,0.809374988079071,0.5337794423103333,0.01378784142434597,0.3715483248233795,0.5214080214500427,0.8734105825424194,0.8887425661087036,,,,,,,,,,,,
2,1049,1.0,0.890625,0.796875,0.7125000357627869,0.6937500238418579,0.8187500238418579,0.5219435095787048,0.014114362187683582,0.37263768911361694,0.5321493744850159,0.8395556211471558,0.8512605428695679,,,,,,,,,,,,
2,1099,0.9937500357627869,0.887499988079071,0.8187500238418579,0.6812500357627869,0.668749988079071,0.8100000619888306,0.5324761271476746,0.023246247321367264,0.3768904209136963,0.5512936115264893,0.8458971977233887,0.8650528788566589,,,,,,,,,,,,
2,1149,1.0,0.893750011920929,0.784375011920929,0.671875,0.715624988079071,0.81312495470047,0.5269944071769714,0.01091199554502964,0.3465574383735657,0.581427276134491,0.9259567260742188,0.7701185941696167,,,,,,,,,,,,
2,1199,1.0,0.918749988079071,0.8125,0.71875,0.721875011920929,0.8343750238418579,0.4764220416545868,0.010072317905724049,0.31023767590522766,0.4906333088874817,0.7999967932701111,0.7711701393127441,,,,,,,,,,,,
2,1249,1.0,0.918749988079071,0.8031250238418579,0.706250011920929,0.699999988079071,0.8256250619888306,0.47132596373558044,0.008961716666817665,0.2784923315048218,0.5051957368850708,0.7921851873397827,0.771794855594635,,,,,,,,,,,,
2,1299,1.0,0.9375,0.8500000238418579,0.737500011920929,0.715624988079071,0.8481249809265137,0.4440963864326477,0.005923052318394184,0.25512614846229553,0.4305489659309387,0.7582284212112427,0.7706552147865295,,,,,,,,,,,,
2,1349,1.0,0.9281250238418579,0.793749988079071,0.734375,0.7125000357627869,0.8337499499320984,0.4582912027835846,0.006620528642088175,0.2641083896160126,0.5309432148933411,0.7358611822128296,0.7539227604866028,,,,,,,,,,,,
2,1399,1.0,0.934374988079071,0.84375,0.71875,0.721875011920929,0.84375,0.43297600746154785,0.006459350232034922,0.23880624771118164,0.42028719186782837,0.7447995543479919,0.7545276880264282,,,,,,,,,,,,
2,1406,,,,,,,,,,,,,0.9657299518585205,0.546750009059906,0.33372005820274353,0.2449299842119217,0.2542499899864197,0.469076007604599,1.9274177551269531,0.27326610684394836,1.8739529848098755,2.7185630798339844,2.416034460067749,2.355271577835083
3,1449,0.996874988079071,0.918749988079071,0.859375,0.7593750357627869,0.762499988079071,0.859375,0.39293068647384644,0.0082016009837389,0.2559155523777008,0.42743930220603943,0.6454700231552124,0.627626895904541,,,,,,,,,,,,
3,1499,1.0,0.934374988079071,0.8687500357627869,0.753125011920929,0.75,0.8612500429153442,0.4279695451259613,0.004603502340614796,0.23810437321662903,0.45630937814712524,0.7011401057243347,0.7396903038024902,,,,,,,,,,,,
3,1549,1.0,0.9312500357627869,0.871874988079071,0.706250011920929,0.675000011920929,0.8368750810623169,0.4343660771846771,0.006195076275616884,0.20444807410240173,0.4111970067024231,0.7247976064682007,0.8251926302909851,,,,,,,,,,,,
3,1599,1.0,0.940625011920929,0.8687500357627869,0.734375,0.7125000357627869,0.8512499928474426,0.41220059990882874,0.004113932140171528,0.20928454399108887,0.3924359381198883,0.6937126517295837,0.7614558339118958,,,,,,,,,,,,
3,1649,1.0,0.9468750357627869,0.893750011920929,0.753125011920929,0.7406250238418579,0.8668749928474426,0.39060115814208984,0.006879000458866358,0.2200966328382492,0.39579010009765625,0.6542481184005737,0.6759920716285706,,,,,,,,,,,,
3,1699,1.0,0.9437500238418579,0.8843750357627869,0.7750000357627869,0.7250000238418579,0.8656250238418579,0.38809728622436523,0.004621273837983608,0.17774105072021484,0.4236549735069275,0.6374768018722534,0.6969924569129944,,,,,,,,,,,,
3,1749,1.0,0.925000011920929,0.871874988079071,0.7437500357627869,0.7718750238418579,0.862500011920929,0.4005652070045471,0.004699908196926117,0.24894769489765167,0.39562907814979553,0.6558228731155396,0.6977265477180481,,,,,,,,,,,,
3,1799,1.0,0.934374988079071,0.8656250238418579,0.784375011920929,0.71875,0.8606250882148743,0.40386268496513367,0.0030688142869621515,0.206167533993721,0.44229477643966675,0.6353154182434082,0.7324668169021606,,,,,,,,,,,,
3,1849,1.0,0.9375,0.9000000357627869,0.731249988079071,0.7718750238418579,0.8681250810623169,0.3735423684120178,0.004674903582781553,0.2311374843120575,0.3288171887397766,0.6754224300384521,0.627659797668457,,,,,,,,,,,,
3,1875,,,,,,,,,,,,,0.9461698532104492,0.556489884853363,0.3457999527454376,0.2527749836444855,0.25505998730659485,0.4712589681148529,2.307922840118408,0.5148166418075562,2.3899598121643066,3.262387752532959,2.8513023853302,2.5211477279663086
4,1899,1.0,0.953125,0.9000000357627869,0.809374988079071,0.7906250357627869,0.890625,0.3305482268333435,0.003712593810632825,0.173415407538414,0.3504202961921692,0.5741966366767883,0.5509961843490601,,,,,,,,,,,,
4,1949,1.0,0.9375,0.890625,0.746874988079071,0.746874988079071,0.8643750548362732,0.39021167159080505,0.002119018230587244,0.19831527769565582,0.39150914549827576,0.6655119061470032,0.693602979183197,,,,,,,,,,,,
4,1999,1.0,0.9468750357627869,0.903124988079071,0.8375000357627869,0.78125,0.893750011920929,0.3345649838447571,0.0027633262798190117,0.22796094417572021,0.33737337589263916,0.5258663296699524,0.578860878944397,,,,,,,,,,,,
4,2049,1.0,0.949999988079071,0.90625,0.796875,0.75,0.8806249499320984,0.35985618829727173,0.002281048335134983,0.19834375381469727,0.33473435044288635,0.5754125118255615,0.6885092258453369,,,,,,,,,,,,
4,2099,1.0,0.949999988079071,0.918749988079071,0.8187500238418579,0.734375,0.8843750357627869,0.34158751368522644,0.0016165499109774828,0.15315493941307068,0.3187888264656067,0.5674318075180054,0.6669453382492065,,,,,,,,,,,,
4,2149,1.0,0.9593750238418579,0.9125000238418579,0.8062500357627869,0.8218750357627869,0.9000000357627869,0.3091857135295868,0.00204294640570879,0.19000908732414246,0.29733365774154663,0.5423855185508728,0.5141573548316956,,,,,,,,,,,,
4,2199,1.0,0.9781250357627869,0.925000011920929,0.815625011920929,0.784375011920929,0.9006250500679016,0.2979089915752411,0.001392193604260683,0.12054475396871567,0.30128344893455505,0.49339646100997925,0.5729281306266785,,,,,,,,,,,,
4,2249,1.0,0.9593750238418579,0.9156250357627869,0.784375011920929,0.7875000238418579,0.8893750309944153,0.3368132710456848,0.001814770745113492,0.15874697268009186,0.3373123109340668,0.5673898458480835,0.6188024878501892,,,,,,,,,,,,
4,2299,1.0,0.953125,0.9312500357627869,0.8031250238418579,0.8031250238418579,0.8981249928474426,0.30051514506340027,0.001335998298600316,0.1610717922449112,0.28308817744255066,0.5267901420593262,0.5302894711494446,,,,,,,,,,,,
4,2344,,,,,,,,,,,,,0.9361199140548706,0.5732550024986267,0.3597150444984436,0.2510799765586853,0.2525700032711029,0.47454798221588135,2.4104886054992676,0.5058652758598328,2.4463980197906494,3.466573476791382,3.0115954875946045,2.6220128536224365
5,2349,1.0,0.971875011920929,0.9312500357627869,0.815625011920929,0.793749988079071,0.9024999737739563,0.2782023847103119,0.004703473765403032,0.10308871418237686,0.22897620499134064,0.5100408792495728,0.5442026257514954,,,,,,,,,,,,
5,2399,1.0,0.9593750238418579,0.918749988079071,0.768750011920929,0.762499988079071,0.8818749785423279,0.34679725766181946,0.0012382143177092075,0.15755541622638702,0.3207313120365143,0.6201654076576233,0.6342959403991699,,,,,,,,,,,,
5,2449,1.0,0.9750000238418579,0.921875,0.8187500238418579,0.7906250357627869,0.9012500047683716,0.31056565046310425,0.00132740440312773,0.12618985772132874,0.30860909819602966,0.5543426275253296,0.5623592138290405,,,,,,,,,,,,
5,2499,1.0,0.965624988079071,0.9437500238418579,0.8125,0.8031250238418579,0.9050000309944153,0.2709997594356537,0.0014792324509471655,0.12351314723491669,0.24347226321697235,0.48849043250083923,0.49804362654685974,,,,,,,,,,,,
5,2549,1.0,0.96875,0.9125000238418579,0.831250011920929,0.793749988079071,0.9012500047683716,0.2885350286960602,0.0009541011531837285,0.12505009770393372,0.28057244420051575,0.4816802442073822,0.5544182658195496,,,,,,,,,,,,
5,2599,1.0,0.981249988079071,0.9312500357627869,0.8500000238418579,0.793749988079071,0.9112500548362732,0.2649645507335663,0.0007774131372570992,0.09697096049785614,0.22907260060310364,0.46263250708580017,0.5353692173957825,,,,,,,,,,,,
5,2649,1.0,0.9437500238418579,0.9125000238418579,0.800000011920929,0.778124988079071,0.8868749737739563,0.32967957854270935,0.001542459474876523,0.17290827631950378,0.3290180563926697,0.5294171571731567,0.6155117750167847,,,,,,,,,,,,
5,2699,1.0,0.9906250238418579,0.903124988079071,0.846875011920929,0.8031250238418579,0.9087499976158142,0.25127512216567993,0.0008982896688394248,0.08177389949560165,0.25370410084724426,0.4176085591316223,0.5023908019065857,,,,,,,,,,,,
5,2749,1.0,0.981249988079071,0.9125000238418579,0.84375,0.800000011920929,0.9075000882148743,0.2829824388027191,0.0014671109383925796,0.08847902715206146,0.3058392405509949,0.5053427219390869,0.5137840509414673,,,,,,,,,,,,
5,2799,1.0,0.971875011920929,0.9156250357627869,0.815625011920929,0.7875000238418579,0.8981249928474426,0.27827760577201843,0.0015329986345022917,0.11446201801300049,0.25333648920059204,0.49100297689437866,0.5310534238815308,,,,,,,,,,,,
5,2813,,,,,,,,,,,,,0.9526798129081726,0.5900499820709229,0.36580997705459595,0.2576950192451477,0.2545549273490906,0.4841579496860504,2.425804853439331,0.3974841237068176,2.4582443237304688,3.4947876930236816,3.0699734687805176,2.7085347175598145
6,2849,0.996874988079071,0.9625000357627869,0.9375,0.828125,0.778124988079071,0.9006249308586121,0.2679338753223419,0.005493144504725933,0.12357370555400848,0.22638466954231262,0.4509719908237457,0.5332458019256592,,,,,,,,,,,,
6,2899,1.0,0.971875011920929,0.9468750357627869,0.878125011920929,0.7875000238418579,0.9168750047683716,0.25141164660453796,0.0009169331751763821,0.09944306313991547,0.19836200773715973,0.41201502084732056,0.5463210940361023,,,,,,,,,,,,
6,2949,1.0,0.965624988079071,0.934374988079071,0.831250011920929,0.8218750357627869,0.9106249809265137,0.26541802287101746,0.000672271940857172,0.147194966673851,0.22343134880065918,0.44605880975723267,0.5097326636314392,,,,,,,,,,,,
6,2999,1.0,0.9781250357627869,0.9312500357627869,0.831250011920929,0.831250011920929,0.9143750071525574,0.2519952356815338,0.001356138032861054,0.10441361367702484,0.20652131736278534,0.4534175992012024,0.4942675232887268,,,,,,,,,,,,
6,3049,1.0,0.971875011920929,0.925000011920929,0.840624988079071,0.7906250357627869,0.9056249856948853,0.26659756898880005,0.0008932597120292485,0.11238045990467072,0.22973230481147766,0.45915812253952026,0.5308236479759216,,,,,,,,,,,,
6,3099,1.0,0.981249988079071,0.9312500357627869,0.8375000357627869,0.7906250357627869,0.9081250429153442,0.27961990237236023,0.0009512539836578071,0.09192917495965958,0.274109423160553,0.4868534505367279,0.5442560911178589,,,,,,,,,,,,
6,3149,1.0,0.9906250238418579,0.925000011920929,0.8812500238418579,0.862500011920929,0.9318750500679016,0.22798243165016174,0.0005999027052894235,0.08093751221895218,0.21391138434410095,0.4235532879829407,0.4209100604057312,,,,,,,,,,,,
6,3199,1.0,0.96875,0.9156250357627869,0.8656250238418579,0.8125,0.9125000238418579,0.25849223136901855,0.0007699701236560941,0.09735988080501556,0.22780311107635498,0.4541478753089905,0.5123803615570068,,,,,,,,,,,,
6,3249,1.0,0.9750000238418579,0.9125000238418579,0.8531250357627869,0.8187500238418579,0.9118750691413879,0.2533065974712372,0.0007951174047775567,0.06931009143590927,0.26189905405044556,0.45182281732559204,0.48270583152770996,,,,,,,,,,,,
6,3282,,,,,,,,,,,,,0.9221749901771545,0.5672498345375061,0.3599349856376648,0.2602650225162506,0.2540000379085541,0.4727250039577484,2.9592413902282715,0.6315610408782959,3.1978707313537598,4.311102867126465,3.589820384979248,3.0658509731292725
7,3299,1.0,0.984375,0.9156250357627869,0.8656250238418579,0.831250011920929,0.9193750619888306,0.2612295150756836,0.000677988980896771,0.08354505151510239,0.26082223653793335,0.442411333322525,0.5186910033226013,,,,,,,,,,,,
7,3349,1.0,0.9781250357627869,0.925000011920929,0.8375000357627869,0.8218750357627869,0.9125000238418579,0.25540319085121155,0.0005463679553940892,0.08070331811904907,0.23953497409820557,0.45467424392700195,0.501556932926178,,,,,,,,,,,,
7,3399,1.0,0.981249988079071,0.9312500357627869,0.815625011920929,0.831250011920929,0.9118750691413879,0.24525880813598633,0.0010554331820458174,0.09679943323135376,0.2273249626159668,0.4352445602416992,0.4658697247505188,,,,,,,,,,,,
7,3449,1.0,0.981249988079071,0.9375,0.8656250238418579,0.859375,0.9287500381469727,0.2284434288740158,0.0004298505955375731,0.07942701876163483,0.2023158073425293,0.42585626244544983,0.4341883063316345,,,,,,,,,,,,
7,3499,1.0,0.9937500357627869,0.925000011920929,0.8500000238418579,0.8187500238418579,0.9175000190734863,0.23804111778736115,0.0021588639356195927,0.06497915834188461,0.20351335406303406,0.4118232727050781,0.5077309012413025,,,,,,,,,,,,
7,3549,1.0,0.984375,0.921875,0.8343750238418579,0.846875011920929,0.9175000190734863,0.2557383179664612,0.0007776669226586819,0.075383760035038,0.21973636746406555,0.47291699051856995,0.5098767876625061,,,,,,,,,,,,
7,3599,1.0,0.9781250357627869,0.9437500238418579,0.84375,0.815625011920929,0.9162500500679016,0.25040069222450256,0.0005200273590162396,0.09044335782527924,0.21749448776245117,0.46199995279312134,0.4815455377101898,,,,,,,,,,,,
7,3649,1.0,0.987500011920929,0.9437500238418579,0.8843750357627869,0.862500011920929,0.9356250762939453,0.200503870844841,0.0005091579514555633,0.055905718356370926,0.2157820165157318,0.3205210566520691,0.4098014235496521,,,,,,,,,,,,
7,3699,1.0,0.981249988079071,0.9312500357627869,0.8500000238418579,0.84375,0.92125004529953,0.2529398500919342,0.0008733244612812996,0.08780767023563385,0.2730066478252411,0.4499533772468567,0.45305824279785156,,,,,,,,,,,,
7,3749,1.0,0.987500011920929,0.9375,0.8687500357627869,0.840624988079071,0.9268750548362732,0.23625993728637695,0.0004729325883090496,0.07696378976106644,0.20241621136665344,0.39059504866600037,0.5108517408370972,,,,,,,,,,,,
7,3751,,,,,,,,,,,,,0.9253548383712769,0.5750499963760376,0.3618249297142029,0.26340001821517944,0.2570499777793884,0.47653597593307495,3.093553304672241,0.6685693860054016,3.2960479259490967,4.538466930389404,3.77579665184021,3.1888844966888428
8,3799,1.0,0.9750000238418579,0.9312500357627869,0.875,0.846875011920929,0.9256250262260437,0.23448367416858673,0.00050106190610677,0.10758201777935028,0.22610637545585632,0.37820324301719666,0.46002572774887085,,,,,,,,,,,,
8,3849,1.0,0.9781250357627869,0.940625011920929,0.90625,0.831250011920929,0.9312500357627869,0.21361255645751953,0.0005982968141324818,0.09237072616815567,0.2003692090511322,0.32520636916160583,0.4495181441307068,,,,,,,,,,,,
8,3899,1.0,0.96875,0.9375,0.846875011920929,0.815625011920929,0.9137499928474426,0.2527798116207123,0.0011843029642477632,0.133093923330307,0.23861713707447052,0.4289909899234772,0.46201276779174805,,,,,,,,,,,,
8,3949,1.0,0.984375,0.949999988079071,0.8843750357627869,0.8343750238418579,0.9306250810623169,0.2062118500471115,0.0003500024031382054,0.04927890747785568,0.15687917172908783,0.37390366196632385,0.4506475031375885,,,,,,,,,,,,
8,3999,1.0,0.9937500357627869,0.949999988079071,0.890625,0.84375,0.9356250762939453,0.20560960471630096,0.00015346039435826242,0.048788703978061676,0.19941477477550507,0.34031084179878235,0.4393802285194397,,,,,,,,,,,,
8,4049,1.0,0.987500011920929,0.953125,0.890625,0.824999988079071,0.9312500357627869,0.20558176934719086,0.0008325406233780086,0.051038213074207306,0.18088015913963318,0.33193036913871765,0.4632275104522705,,,,,,,,,,,,
8,4099,1.0,0.987500011920929,0.9375,0.856249988079071,0.862500011920929,0.9287500381469727,0.20393791794776917,0.0003503697516862303,0.05983163043856621,0.1814269721508026,0.3778987526893616,0.4001818597316742,,,,,,,,,,,,
8,4149,1.0,0.9781250357627869,0.956250011920929,0.871874988079071,0.828125,0.9268750548362732,0.22161494195461273,0.00027318220236338675,0.06445222347974777,0.1890062391757965,0.3973732888698578,0.4569697380065918,,,,,,,,,,,,
8,4199,1.0,0.9750000238418579,0.925000011920929,0.890625,0.856249988079071,0.9293749928474426,0.22504587471485138,0.0006837258115410805,0.0715675950050354,0.22841854393482208,0.36864420771598816,0.45591530203819275,,,,,,,,,,,,
8,4220,,,,,,,,,,,,,0.9166949987411499,0.5801249742507935,0.36615002155303955,0.2627299726009369,0.25745996832847595,0.47663190960884094,3.288140058517456,0.7192808985710144,3.4812238216400146,4.777731418609619,3.9966845512390137,3.46577787399292
9,4249,1.0,0.996874988079071,0.9437500238418579,0.862500011920929,0.859375,0.9325000643730164,0.2100326120853424,0.0003332991909701377,0.03487415611743927,0.19889327883720398,0.395990788936615,0.420071542263031,,,,,,,,,,,,
9,4299,1.0,0.987500011920929,0.971875011920929,0.918749988079071,0.8375000357627869,0.9431249499320984,0.1826757788658142,0.00016431818949058652,0.04195457324385643,0.14576327800750732,0.2915891408920288,0.43390756845474243,,,,,,,,,,,,
9,4349,1.0,0.984375,0.9468750357627869,0.909375011920929,0.859375,0.9399999976158142,0.17840462923049927,0.00046314491191878915,0.060940634459257126,0.14635080099105835,0.2846944034099579,0.3995741605758667,,,,,,,,,,,,
9,4399,1.0,0.984375,0.940625011920929,0.9125000238418579,0.840624988079071,0.9356250166893005,0.1949179470539093,0.0004842021444346756,0.08764363825321198,0.1629216969013214,0.31307080388069153,0.4104693830013275,,,,,,,,,,,,
9,4449,1.0,0.996874988079071,0.9625000357627869,0.875,0.859375,0.9387500882148743,0.17488716542720795,0.00027218140894547105,0.03460843861103058,0.13889741897583008,0.3503289520740509,0.35032883286476135,,,,,,,,,,,,
9,4499,1.0,0.981249988079071,0.956250011920929,0.8968750238418579,0.856249988079071,0.93812495470047,0.17710669338703156,0.00029564666328951716,0.05016269162297249,0.13220281898975372,0.3019216060638428,0.40095067024230957,,,,,,,,,,,,
9,4549,1.0,0.981249988079071,0.9625000357627869,0.9000000357627869,0.8656250238418579,0.9418751001358032,0.16646111011505127,0.00034835387486964464,0.07039548456668854,0.1309090554714203,0.2697185277938843,0.36093416810035706,,,,,,,,,,,,
9,4599,1.0,0.9937500357627869,0.953125,0.8687500357627869,0.8125,0.9256250262260437,0.21239037811756134,0.002844935515895486,0.0456831231713295,0.16245000064373016,0.3803456425666809,0.47062820196151733,,,,,,,,,,,,
9,4649,1.0,0.984375,0.953125,0.893750011920929,0.875,0.9412500262260437,0.1744111031293869,0.0002670460962690413,0.09279174357652664,0.1394900679588318,0.27450165152549744,0.3650050461292267,,,,,,,,,,,,
9,4689,,,,,,,,,,,,,0.8875848650932312,0.5528150200843811,0.35295501351356506,0.2608049511909485,0.2501499652862549,0.46086204051971436,3.9829483032226562,1.0738102197647095,4.367127895355225,5.786998271942139,4.765133380889893,3.921670436859131
10,4699,1.0,0.9937500357627869,0.9375,0.893750011920929,0.859375,0.9368749856948853,0.18574605882167816,0.00017060355457942933,0.035087428987026215,0.18206997215747833,0.3387604355812073,0.37264180183410645,,,,,,,,,,,,
10,4749,1.0,0.987500011920929,0.9312500357627869,0.871874988079071,0.796875,0.9175000190734863,0.22711502015590668,0.0003402190050110221,0.06282733380794525,0.20717236399650574,0.34445422887802124,0.5207809805870056,,,,,,,,,,,,
10,4799,1.0,0.9781250357627869,0.971875011920929,0.903124988079071,0.875,0.9456250071525574,0.17116020619869232,0.0006877232226543128,0.06592912971973419,0.13407328724861145,0.2950562834739685,0.360054612159729,,,,,,,,,,,,
10,4849,1.0,0.971875011920929,0.949999988079071,0.862500011920929,0.878125011920929,0.9325000047683716,0.19510477781295776,0.0005103012081235647,0.08201999962329865,0.16929225623607635,0.3427225947380066,0.3809787631034851,,,,,,,,,,,,
10,4899,1.0,0.9781250357627869,0.9625000357627869,0.903124988079071,0.8968750238418579,0.9481250643730164,0.17561541497707367,0.000365694344509393,0.05629928037524223,0.14272662997245789,0.3405478596687317,0.33813756704330444,,,,,,,,,,,,
10,4949,1.0,0.981249988079071,0.9437500238418579,0.862500011920929,0.8500000238418579,0.9275000691413879,0.20231564342975616,9.490804222878069e-05,0.05836590379476547,0.16115516424179077,0.37849971652030945,0.41346248984336853,,,,,,,,,,,,
10,4999,1.0,0.987500011920929,0.9781250357627869,0.909375011920929,0.878125011920929,0.9506250619888306,0.15427251160144806,0.000310186151182279,0.05753500387072563,0.11617828905582428,0.2708389461040497,0.3265001177787781,,,,,,,,,,,,
10,5049,1.0,0.984375,0.956250011920929,0.9000000357627869,0.878125011920929,0.9437500238418579,0.17345046997070312,0.0002863433910533786,0.058228738605976105,0.13606730103492737,0.29459935426712036,0.37807056307792664,,,,,,,,,,,,
10,5099,1.0,0.987500011920929,0.949999988079071,0.890625,0.871874988079071,0.9399999976158142,0.17819762229919434,0.00012891952064819634,0.05709356814622879,0.18638134002685547,0.3053871989250183,0.34199708700180054,,,,,,,,,,,,
10,5149,1.0,0.987500011920929,0.9437500238418579,0.859375,0.8531250357627869,0.9287500381469727,0.20419566333293915,0.00032543306588195264,0.04348496347665787,0.17614023387432098,0.39102455973625183,0.41000309586524963,,,,,,,,,,,,
10,5158,,,,,,,,,,,,,0.8994499444961548,0.5690848231315613,0.3616200387477875,0.2659200131893158,0.2570299506187439,0.4706209897994995,3.9108469486236572,1.0150538682937622,4.199150562286377,5.731001853942871,4.703423023223877,3.9056034088134766
11,5199,1.0,0.9906250238418579,0.9625000357627869,0.921875,0.903124988079071,0.9556249976158142,0.1603618711233139,0.00015887909103184938,0.04217755049467087,0.16292302310466766,0.2692090570926666,0.32734084129333496,,,,,,,,,,,,
11,5249,1.0,0.984375,0.9625000357627869,0.890625,0.9000000357627869,0.9475000500679016,0.15749605000019073,0.000290058262180537,0.04370689392089844,0.1080336719751358,0.31207382678985596,0.3233758211135864,,,,,,,,,,,,
